strain1,strain2,strain3,GCF_000164965.1_ASM16496v1_genomic,GCF_000299595.1_ASM29959v1_genomic,GCF_001020245.1_Bbif04v4_genomic,GCF_001020255.1_Bbif02v4_genomic,GCF_001020335.1_Bbif08v4_genomic,GCF_001020355.1_Bbif01v4_genomic,GCF_001595435.1_ASM159543v1_genomic,GCF_003390735.1_ASM339073v1_genomic,GCF_003436575.1_ASM343657v1_genomic,GCF_003437945.1_ASM343794v1_genomic,GCF_003470585.1_ASM347058v1_genomic,GCF_003573895.1_ASM357389v1_genomic,GCF_005844365.1_ASM584436v1_genomic,GCF_009075765.1_ASM907576v1_genomic,GCF_009159095.1_ASM915909v1_genomic,GCF_900112465.1_IMG.taxon_2654588208_annotated_assembly_genomic,GCF_900445665.1_55147_E01_genomic,GCF_901212485.1_NZ_Bifidobacterium_bifidum_MC1_genomic
g001505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001506,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0
g001507,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001508,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001509,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
g001510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001511,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001519,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001532,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
g001566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001567,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001568,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
g001569,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
g001571,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
g001572,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001573,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001575,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001576,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
g001577,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
g001578,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001579,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
g001580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
g001582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001616,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
g001617,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
g001618,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001619,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001620,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001621,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001622,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
g001623,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001624,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g001625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g001626,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001627,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001628,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
g001629,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001631,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001632,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001634,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001635,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001637,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001648,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
g001649,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
g001650,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001651,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1
g001652,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1
g001653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001655,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
g001656,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001660,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001661,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0
g001662,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001664,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
g001665,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
g001666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g001669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g001672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001673,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001676,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001678,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001679,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001680,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001682,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g001683,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
g001684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001685,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001686,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001687,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001691,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001701,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g001702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001719,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001722,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001732,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
g001733,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
g001734,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
g001735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001737,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001738,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001739,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001741,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
g001742,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001744,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001747,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001748,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
g001749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001751,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001752,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001753,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
g001754,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001757,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001760,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001762,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001763,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1
g001764,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001765,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001768,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001770,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001771,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001772,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001773,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001774,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001775,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001776,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g001777,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001778,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g001779,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
g001780,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001782,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
g001783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001784,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
g001785,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
g001786,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001787,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
g001788,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
g001789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001790,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001792,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001794,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
g001795,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
g001796,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001797,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001799,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001801,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
g001802,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
g001803,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
g001805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001807,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001809,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
g001810,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001812,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
g001813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001814,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001815,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
g001816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001817,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001818,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
g001819,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
g001820,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
g001821,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
g001822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001823,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
g001824,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
g001825,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001826,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001827,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001829,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001830,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
g001831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001832,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
g001833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001836,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001840,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001841,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001842,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
g001843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001845,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001847,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001850,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
g001851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001852,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001853,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001856,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001857,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001858,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001859,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001860,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001862,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001863,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001867,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
g001868,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
g001869,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001870,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001871,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
g001872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001874,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
g001875,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g001876,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
g001877,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
g001878,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
g001879,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
g001880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001881,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001883,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
g001884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g001887,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
g001888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
